id,program_type,day_number,day_type,phase,block_count,set_rest_seconds,block_1_params,block_2_params,block_3_params,block_4_params,total_duration_minutes,base_intensity_percent,created_at,updated_at,month,avg_work_rest_ratio
4efec947-6e18-47c1-a079-c4dc397c6147,main_5day,195,ascending,4,1,,"{""rounds"":10,""paceRange"":[0.8,1.25],""isMaxEffort"":false,""restDuration"":60,""workDuration"":60,""paceIncrement"":0.05,""paceProgression"":""increasing"",""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""restDurationIncrement"":0,""workDurationIncrement"":0,""avg_work_to_rest_ratio"":1}",,,,18,110,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,10,1
35e30506-dde8-4293-9ee2-71883887a226,main_5day,196,interval,4,1,,"{""rounds"":4,""paceRange"":[0.8,1.1],""restDuration"":180,""workDuration"":120,""total_intervals"":4,""workProgression"":""consistent"",""work_to_rest_ratio"":0.6666666666666666,""avg_work_to_rest_ratio"":0.6666666666666666}",,,,36,95,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,10,0.666666667
b63b5d45-6d32-428d-be00-af1febad2815,main_5day,197,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":300,""fluxDuration"":60,""restDuration"":0,""workDuration"":2160,""fluxIncrement"":0.05,""fluxIntensity"":0.85,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,30,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,10,999
cec89898-c097-41d8-b754-818f9fba8ff1,main_5day,198,endurance,4,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":2160,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,35,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,10,999
8896c497-bc47-41d3-a8a0-9a454fa7e9dd,main_5day,199,anaerobic,4,1,,"{""rounds"":4,""paceRange"":""max_effort"",""restDuration"":225,""workDuration"":45,""total_intervals"":4,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,28,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,10,0.2
2e7fe673-2ba7-46c5-83e9-7cb2e24d98f1,main_5day,200,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":300,""fluxDuration"":60,""restDuration"":0,""workDuration"":2340,""fluxIncrement"":0.05,""fluxIntensity"":0.85,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,30,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,10,999
198a9637-86e2-48f9-baac-d0ff42e3d8f0,main_5day,201,time_trial,4,1,,"{""rounds"":1,""paceRange"":""max_effort"",""restDuration"":0,""workDuration"":600,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,10,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
170bed4b-4290-4a1c-9919-992d2d038d86,main_5day,202,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":75,""restDuration"":0,""workDuration"":2160,""fluxIncrement"":0.05,""fluxIntensity"":0.83,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,32,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
f46959ac-a27e-4f9e-b296-9a587f9c965c,main_5day,203,anaerobic,4,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,32,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,0.2
8adf74c3-c007-4bc2-9b3f-ce31662b2539,main_5day,204,polarized,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_7_minutes"",""restDuration"":0,""workDuration"":2160,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,56,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
da4f55a9-6232-4e5e-8a8e-481a2c3361a1,main_5day,205,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":75,""restDuration"":0,""workDuration"":2340,""fluxIncrement"":0.05,""fluxIntensity"":0.83,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,32,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
8d2f4bf2-fff1-4d84-822a-d3775bd581d8,main_5day,206,interval,4,1,,"{""rounds"":8,""paceRange"":[0.8,1.1],""restDuration"":90,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.3333333333333333,""avg_work_to_rest_ratio"":0.3333333333333333}",,,,36,95,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,0.333333333
31943378-857c-4b83-9000-6971b93d6df6,main_5day,207,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":75,""restDuration"":0,""workDuration"":2520,""fluxIncrement"":0.05,""fluxIntensity"":0.83,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,32,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
290203eb-772f-4d2c-b079-25791c093f71,main_5day,208,endurance,4,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":2160,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
8836523d-0094-4add-8e07-1c66ac67924e,main_5day,209,anaerobic,4,1,,"{""rounds"":10,""paceRange"":""max_effort"",""restDuration"":100,""workDuration"":20,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,32,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,0.2
0f84ba1e-64e7-45c1-bca9-c83505ae64bb,main_5day,210,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":75,""restDuration"":0,""workDuration"":2700,""fluxIncrement"":0.05,""fluxIntensity"":0.83,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,32,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
b7f9c365-9ad2-4cf8-840b-5ed81ad1f1a7,main_5day,211,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":300,""fluxDuration"":90,""restDuration"":0,""workDuration"":1440,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,36,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
4820c15b-f9fa-4766-a2c7-625f4cf4aed4,main_5day,212,anaerobic,4,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,32,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,0.2
c4372648-f3e3-4e23-a522-a34d66726a76,main_5day,213,polarized,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_10_minutes"",""restDuration"":0,""workDuration"":2880,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,56,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
a6d1b9dd-3023-4b11-91ce-76404506c55b,main_5day,214,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":300,""fluxDuration"":90,""restDuration"":0,""workDuration"":1620,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,36,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
af2550af-2db3-4b1b-845d-9e19fea91918,main_5day,215,ascending,4,1,,"{""rounds"":10,""paceRange"":[0.8,1.25],""isMaxEffort"":false,""restDuration"":30,""workDuration"":30,""paceIncrement"":0.05,""paceProgression"":""increasing"",""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""restDurationIncrement"":0,""workDurationIncrement"":0,""avg_work_to_rest_ratio"":1}",,,,21,110,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,1
d128f698-1a4a-4fa6-a4b8-44cf6a26d1fe,main_5day,216,interval,4,1,,"{""rounds"":5,""paceRange"":[0.8,1.1],""restDuration"":180,""workDuration"":120,""total_intervals"":5,""workProgression"":""consistent"",""work_to_rest_ratio"":0.6666666666666666,""avg_work_to_rest_ratio"":0.6666666666666666}",,,,36,95,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,0.666666667
380478d4-408f-466e-8fd2-737af95cc345,main_5day,217,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":300,""fluxDuration"":90,""restDuration"":0,""workDuration"":1800,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,36,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
50393b8a-3ff5-4a81-9e2c-ad1261e5e4fa,main_5day,218,endurance,4,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":2340,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
625d1ab1-d1ef-4dfc-9316-428ef014d184,main_5day,219,anaerobic,4,1,,"{""rounds"":6,""paceRange"":""max_effort"",""restDuration"":225,""workDuration"":45,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,32,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,0.2
075292ee-1c30-4ce9-b9ce-defc8a7f66c6,main_5day,220,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":300,""fluxDuration"":90,""restDuration"":0,""workDuration"":1980,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,36,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,11,999
de3ccdbc-3876-4aa5-90eb-dc7860616a87,main_5day,221,time_trial,4,1,,"{""rounds"":1,""paceRange"":""max_effort"",""restDuration"":0,""workDuration"":600,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,10,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
4c91d524-4cdf-42c0-978c-ba3cbd6a7413,main_5day,222,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":360,""fluxDuration"":120,""restDuration"":0,""workDuration"":1800,""fluxIncrement"":0.05,""fluxIntensity"":0.8,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
2f40ca4e-17f9-46ad-baa8-2d5c83bc4b05,main_5day,223,anaerobic,4,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,36,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,0.2
01951e3e-d75e-4f83-9a15-e341f01fd625,main_5day,224,polarized,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_7_minutes"",""restDuration"":0,""workDuration"":1980,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,60,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
5422c86b-11b9-4cdd-8179-99a65b30a934,main_5day,225,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":360,""fluxDuration"":120,""restDuration"":0,""workDuration"":1980,""fluxIncrement"":0.05,""fluxIntensity"":0.8,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
e741771e-f36e-442f-bd1a-697575f991f1,main_5day,226,interval,4,1,,"{""rounds"":10,""paceRange"":[0.8,1.1],""restDuration"":90,""workDuration"":30,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":0.3333333333333333,""avg_work_to_rest_ratio"":0.3333333333333333}",,,,36,95,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,0.333333333
e35b1694-ffac-4b49-9384-5e6fc5c5351b,main_5day,227,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":360,""fluxDuration"":120,""restDuration"":0,""workDuration"":2160,""fluxIncrement"":0.05,""fluxIntensity"":0.8,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
ae99970a-93b7-4bc5-aa33-3ec8e325159d,main_5day,228,endurance,4,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":2340,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,45,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
1d1eec95-ee52-4b0f-a1f7-de7b5be8640d,main_5day,229,anaerobic,4,1,,"{""rounds"":10,""paceRange"":""max_effort"",""restDuration"":100,""workDuration"":20,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,36,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,0.2
320f05da-75a6-4228-870e-53b001a50619,main_5day,230,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":360,""fluxDuration"":120,""restDuration"":0,""workDuration"":2340,""fluxIncrement"":0.05,""fluxIntensity"":0.8,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
94a5b70f-6229-4f5c-b6d1-afd26762b380,main_5day,231,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":90,""restDuration"":0,""workDuration"":2160,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,42,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
ba47872b-4994-4553-b036-5368c5b7955f,main_5day,232,anaerobic,4,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,36,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,0.2
fdc9adea-b6bf-471e-b748-7320af56e079,main_5day,233,polarized,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_10_minutes"",""restDuration"":0,""workDuration"":3060,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,60,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
dcddcfdf-4257-48b3-a752-e2a6d1665a51,main_5day,234,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":90,""restDuration"":0,""workDuration"":2340,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,42,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
b97718b1-ec6d-42c2-8e4d-fb07d8d2d6be,main_5day,235,ascending,4,1,,"{""rounds"":10,""paceRange"":[0.8,1.25],""isMaxEffort"":false,""restDuration"":90,""workDuration"":90,""paceIncrement"":0.05,""paceProgression"":""increasing"",""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""restDurationIncrement"":0,""workDurationIncrement"":0,""avg_work_to_rest_ratio"":1}",,,,24,110,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,1
6f01477b-50ca-4292-b527-6f8881679469,main_5day,236,interval,4,1,,"{""rounds"":6,""paceRange"":[0.8,1.1],""restDuration"":180,""workDuration"":120,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":0.6666666666666666,""avg_work_to_rest_ratio"":0.6666666666666666}",,,,36,95,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,0.666666667
9c557cb6-9115-484c-aef2-3e65743234c4,main_5day,237,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":90,""restDuration"":0,""workDuration"":2520,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,42,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
3cac11f9-1e79-44e8-bec6-bf0f975a8ac4,main_5day,238,endurance,4,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":2520,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,45,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
511112f6-f235-4b43-9e76-03f56e303a1d,main_5day,239,anaerobic,4,1,,"{""rounds"":6,""paceRange"":""max_effort"",""restDuration"":225,""workDuration"":45,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,36,0,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,0.2
9cbcfefa-57a3-47e9-a132-f8b83243559f,main_5day,240,flux,4,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":330,""fluxDuration"":90,""restDuration"":0,""workDuration"":2700,""fluxIncrement"":0.05,""fluxIntensity"":0.82,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,42,70,2025-10-04 06:45:50.613154+00,2025-10-04 06:45:50.613154+00,12,999
f9c38297-9867-4fd5-9b56-e713796b2703,main_5day,241,time_trial,5,1,,"{""rounds"":1,""paceRange"":""max_effort"",""restDuration"":0,""workDuration"":600,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,10,0,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,999
2ce658ba-47d7-48f8-ab1b-397af6f0979e,main_5day,242,hybrid_anaerobic,5,2,120,"{""rounds"":3,""paceRange"":[1.05,1.2],""restDuration"":120,""workDuration"":60,""total_intervals"":7,""workProgression"":""consistent"",""work_to_rest_ratio"":0.5,""avg_work_to_rest_ratio"":0.4166666666666667}","{""rounds"":4,""paceRange"":[1.05,1.2],""restDuration"":90,""workDuration"":30,""workProgression"":""consistent"",""work_to_rest_ratio"":0.3333333333333333}",,,30,112.5,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,0.416666667
ff4c595d-3216-474f-affa-9de4184c8ca3,main_5day,243,polarized,5,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_5_minutes"",""restDuration"":0,""workDuration"":2160,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,56,70,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,999
355e0641-5942-4403-b439-c68a7eec145c,main_5day,244,flux,5,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":360,""fluxDuration"":120,""restDuration"":0,""workDuration"":1440,""fluxIncrement"":0.05,""fluxIntensity"":0.8,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,999
65418a27-37b0-43c3-9bbb-a1e32c4c5f12,main_5day,245,hybrid_aerobic,5,2,120,"{""rounds"":3,""paceRange"":[0.9,1.05],""restDuration"":60,""workDuration"":120,""total_intervals"":7,""workProgression"":""consistent"",""work_to_rest_ratio"":2,""avg_work_to_rest_ratio"":2.5}","{""rounds"":4,""paceRange"":[0.9,1.05],""restDuration"":30,""workDuration"":90,""workProgression"":""consistent"",""work_to_rest_ratio"":3}",,,28,97.5,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,2.5
dd4654bd-be16-44e8-9d28-ae2246cd468e,main_5day,246,flux,5,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""baseDuration"":360,""fluxDuration"":120,""restDuration"":0,""workDuration"":1620,""fluxIncrement"":0.05,""fluxIntensity"":0.8,""fluxPaceRange"":[0.75,0.95],""total_intervals"":1,""workProgression"":""alternating_paces"",""fluxStartIntensity"":0.75,""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,999
ff9b0377-c417-4f64-a496-888c629b059f,main_5day,247,hybrid_anaerobic,5,2,120,"{""rounds"":6,""paceRange"":[1.05,1.2],""restDuration"":45,""workDuration"":15,""total_intervals"":9,""workProgression"":""consistent"",""work_to_rest_ratio"":0.3333333333333333,""avg_work_to_rest_ratio"":0.4166666666666667}","{""rounds"":3,""paceRange"":[1.05,1.2],""restDuration"":120,""workDuration"":60,""workProgression"":""consistent"",""work_to_rest_ratio"":0.5}",,,30,112.5,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,0.416666667
7c87a43e-aed1-4d6d-b374-10017234300c,main_5day,248,endurance,5,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":2160,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,40,70,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,999
803a8e74-6ff8-43ca-a9a3-e53563f5b885,main_5day,249,interval,5,1,,"{""rounds"":6,""paceRange"":[0.8,1.1],""restDuration"":60,""workDuration"":120,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":2,""avg_work_to_rest_ratio"":2}",,,,36,95,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,2
424ee620-542a-4746-870b-d4a7fdb591c0,main_5day,250,hybrid_aerobic,5,2,120,"{""rounds"":6,""paceRange"":[0.9,1.05],""restDuration"":15,""workDuration"":45,""total_intervals"":9,""workProgression"":""consistent"",""work_to_rest_ratio"":3,""avg_work_to_rest_ratio"":2.5}","{""rounds"":3,""paceRange"":[0.9,1.05],""restDuration"":60,""workDuration"":120,""workProgression"":""consistent"",""work_to_rest_ratio"":2}",,,28,97.5,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,2.5
5aebdec0-64e4-4038-a616-7e55503a634d,main_5day,251,hybrid_anaerobic,5,2,120,"{""rounds"":4,""paceRange"":[1.05,1.2],""restDuration"":90,""workDuration"":30,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":0.3333333333333333,""avg_work_to_rest_ratio"":0.5}","{""rounds"":2,""paceRange"":[1.05,1.2],""restDuration"":180,""workDuration"":120,""workProgression"":""consistent"",""work_to_rest_ratio"":0.6666666666666666}",,,32,112.5,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,0.5
3abb58bc-5ab1-42e8-a57a-1956a6989d8e,main_5day,252,interval,5,1,,"{""rounds"":8,""paceRange"":[0.8,1.1],""restDuration"":120,""workDuration"":60,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.5,""avg_work_to_rest_ratio"":0.5}",,,,36,95,2025-10-04 15:25:16.527823+00,2025-10-04 15:25:16.527823+00,13,0.5
